customer_id,age,income,gender
25027,55-64,54300.0,Male
25028,35-44,4680.0,Sex Not Available
25029,65-74,4140.0,Joint
25030,45-54,8580.0,Joint
25031,35-44,10020.0,Joint
25032,45-54,9000.0,Female
25034,45-54,25680.0,Joint
25035,55-64,8580.0,Female
25036,35-44,7080.0,Joint
25038,65-74,4920.0,Joint
25039,35-44,8640.0,Male
25040,45-54,3960.0,Male
25041,25-34,3600.0,Male
25042,>74,6180.0,Female
25043,55-64,10080.0,Male
25045,55-64,2520.0,Sex Not Available
25046,55-64,10200.0,Joint
25047,>74,2520.0,Male
25048,65-74,7980.0,Male
25049,45-54,11640.0,Joint
25050,65-74,13560.0,Sex Not Available
25052,65-74,4800.0,Joint
25053,55-64,26100.0,Joint
25054,35-44,9000.0,Male
25055,>74,14220.0,Female
25056,45-54,10800.0,Female
25057,45-54,19620.0,Male
25058,45-54,2640.0,Male
25059,45-54,11880.0,Male
25060,65-74,6660.0,Joint
25061,45-54,3240.0,Female
25062,25-34,3360.0,Sex Not Available
25063,35-44,840.0,Female
25064,55-64,7020.0,Sex Not Available
25066,45-54,1500.0,Sex Not Available
25067,45-54,9180.0,Joint
25068,45-54,3960.0,Female
25069,65-74,4440.0,Female
25070,25-34,6480.0,Joint
25071,<25,4140.0,Male
25072,45-54,1860.0,Sex Not Available
25073,45-54,8280.0,Sex Not Available
25074,25-34,9900.0,Male
25075,55-64,78120.0,Sex Not Available
25076,55-64,3180.0,Male
25077,25-34,3540.0,Male
25078,25-34,3120.0,Male
25079,35-44,6960.0,Sex Not Available
25080,25-34,3180.0,Joint
25082,55-64,1980.0,Female
25083,25-34,18420.0,Male
25084,>74,2940.0,Sex Not Available
25085,45-54,6840.0,Joint
25086,55-64,1740.0,Sex Not Available
25088,25-34,8280.0,Male
25089,45-54,13140.0,Joint
25090,25-34,2220.0,Joint
25091,45-54,18240.0,Sex Not Available
25092,35-44,8760.0,Male
25093,45-54,15840.0,Joint
25094,65-74,5880.0,Sex Not Available
25095,55-64,1260.0,Sex Not Available
25097,55-64,2100.0,Joint
25099,55-64,18000.0,Joint
25100,35-44,4320.0,Male
25101,45-54,1680.0,Male
25103,25-34,4560.0,Joint
25104,<25,2460.0,Male
25105,55-64,9060.0,Joint
25106,35-44,8220.0,Female
25107,55-64,7380.0,Joint
25108,55-64,7440.0,Male
25109,25-34,10800.0,Joint
25110,45-54,7560.0,Male
25111,>74,7500.0,Joint
25112,55-64,1380.0,Sex Not Available
25113,>74,4020.0,Female
25114,55-64,2220.0,Male
25115,45-54,10440.0,Joint
25116,25-34,4800.0,Sex Not Available
25117,45-54,12240.0,Sex Not Available
25118,25-34,7620.0,Male
25119,35-44,9660.0,Joint
25120,45-54,6480.0,Joint
25121,55-64,4260.0,Sex Not Available
25122,55-64,5280.0,Sex Not Available
25123,35-44,10740.0,Male
25125,25-34,8160.0,Joint
25126,25-34,9960.0,Joint
25127,35-44,13500.0,Male
25128,65-74,5400.0,Female
25129,45-54,7320.0,Joint
25130,65-74,8220.0,Joint
25131,>74,5640.0,Male
25132,45-54,3600.0,Female
25133,35-44,6600.0,Male
25134,55-64,16080.0,Male
25135,35-44,5100.0,Male
25136,45-54,2700.0,Sex Not Available
25137,65-74,2280.0,Joint
25138,45-54,5340.0,Joint
25139,65-74,4680.0,Sex Not Available
25140,65-74,2460.0,Female
25141,35-44,7320.0,Male
25142,25-34,6720.0,Joint
25143,55-64,2760.0,Female
25144,35-44,9660.0,Sex Not Available
25145,25-34,5040.0,Female
25146,25-34,5580.0,Male
25147,45-54,4620.0,Female
25148,55-64,5460.0,Female
25149,35-44,6600.0,Male
25150,45-54,2220.0,Joint
25151,>74,2580.0,Female
25152,65-74,5100.0,Joint
25153,55-64,8100.0,Female
25154,45-54,16260.0,Male
25155,35-44,8880.0,Joint
25157,25-34,5100.0,Female
25158,55-64,2580.0,Female
25159,35-44,8100.0,Sex Not Available
25160,45-54,12120.0,Joint
25161,25-34,3660.0,Male
25162,25-34,4260.0,Male
25163,35-44,5580.0,Male
25164,45-54,3000.0,Male
25165,65-74,5220.0,Joint
25166,<25,1860.0,Male
25167,45-54,9180.0,Sex Not Available
25168,45-54,8100.0,Joint
25169,35-44,6840.0,Female
25170,55-64,9000.0,Joint
25171,25-34,9360.0,Joint
25172,55-64,4560.0,Joint
25173,35-44,4620.0,Joint
25174,55-64,4260.0,Female
25175,65-74,4680.0,Sex Not Available
25176,25-34,6960.0,Female
25177,25-34,3660.0,Male
25178,35-44,4440.0,Male
25179,35-44,9120.0,Joint
25180,25-34,4920.0,Joint
25181,45-54,12060.0,Male
25182,55-64,9180.0,Joint
25183,35-44,4860.0,Sex Not Available
25184,35-44,2640.0,Sex Not Available
25185,25-34,27000.0,Joint
25186,55-64,7920.0,Sex Not Available
25187,55-64,3840.0,Male
25188,25-34,3840.0,Male
25189,45-54,5880.0,Sex Not Available
25190,55-64,3180.0,Female
25192,65-74,4140.0,Sex Not Available
25193,35-44,3480.0,Male
25194,35-44,3660.0,Male
25195,45-54,4320.0,Male
25197,65-74,2100.0,Joint
25198,55-64,1140.0,Male
25199,45-54,7200.0,Male
25200,55-64,5460.0,Sex Not Available
25201,65-74,3420.0,Female
25202,55-64,6360.0,Sex Not Available
25203,55-64,5040.0,Sex Not Available
25204,25-34,7860.0,Joint
25205,65-74,6060.0,Male
25206,25-34,4800.0,Male
25207,35-44,4440.0,Male
25208,65-74,7380.0,Joint
25209,35-44,7200.0,Female
25210,35-44,5100.0,Male
25211,35-44,8340.0,Joint
25212,45-54,4980.0,Female
25213,65-74,4080.0,Joint
25214,35-44,9660.0,Male
25215,25-34,17640.0,Male
25216,55-64,6720.0,Joint
25217,35-44,5040.0,Male
25218,55-64,3240.0,Female
25219,65-74,5280.0,Sex Not Available
25220,35-44,23760.0,Sex Not Available
25221,55-64,4620.0,Male
25222,65-74,1620.0,Sex Not Available
25223,45-54,24060.0,Sex Not Available
25225,35-44,12060.0,Male
25226,55-64,3840.0,Male
25227,35-44,7200.0,Male
25228,35-44,5760.0,Joint
25229,35-44,3540.0,Sex Not Available
25230,55-64,7440.0,Male
25231,45-54,8040.0,Sex Not Available
25232,45-54,5460.0,Joint
25233,55-64,71220.0,Joint
25234,65-74,3060.0,Joint
25235,45-54,7140.0,Sex Not Available
25236,45-54,9300.0,Sex Not Available
25237,55-64,2520.0,Joint
25238,55-64,5160.0,Female
25239,55-64,5820.0,Male
25240,45-54,8700.0,Female
25242,65-74,3120.0,Joint
25243,25-34,2640.0,Sex Not Available
25244,25-34,6720.0,Male
25245,55-64,8820.0,Male
25246,65-74,8880.0,Joint
25247,55-64,3060.0,Female
25248,45-54,1620.0,Male
25249,65-74,6000.0,Sex Not Available
25250,>74,2520.0,Joint
25251,25-34,5100.0,Male
25253,35-44,1860.0,Female
25254,45-54,4320.0,Male
25255,45-54,11400.0,Male
25256,35-44,7200.0,Sex Not Available
25257,55-64,4380.0,Male
25259,55-64,12000.0,Joint
25262,55-64,3360.0,Male
25263,45-54,10860.0,Sex Not Available
25264,35-44,8100.0,Joint
25265,35-44,6780.0,Joint
25266,35-44,8760.0,Male
25267,25-34,4680.0,Male
25268,55-64,3720.0,Sex Not Available
25269,55-64,4320.0,Joint
25270,55-64,12540.0,Sex Not Available
25271,35-44,5400.0,Sex Not Available
25272,35-44,9360.0,Female
25273,45-54,8280.0,Joint
25274,45-54,5400.0,Sex Not Available
25275,35-44,8460.0,Joint
25276,65-74,2580.0,Female
25277,55-64,6300.0,Female
25278,35-44,12420.0,Joint
25279,55-64,1680.0,Sex Not Available
25280,35-44,5280.0,Male
25281,55-64,5940.0,Male
25282,45-54,30180.0,Sex Not Available
25283,45-54,10200.0,Joint
25284,65-74,7440.0,Sex Not Available
25285,35-44,8640.0,Joint
25286,>74,1980.0,Sex Not Available
25287,45-54,6180.0,Female
25288,55-64,3420.0,Female
25289,25-34,2520.0,Sex Not Available
25290,65-74,7200.0,Sex Not Available
25291,35-44,11160.0,Male
25292,35-44,3780.0,Male
25293,25-34,4260.0,Male
25294,35-44,3480.0,Female
25295,65-74,1320.0,Female
25296,55-64,14640.0,Joint
25297,45-54,6120.0,Sex Not Available
25298,35-44,5760.0,Joint
25300,45-54,19800.0,Male
25301,25-34,7020.0,Male
25302,35-44,2280.0,Male
25304,45-54,2940.0,Female
25305,25-34,5040.0,Male
25306,45-54,5040.0,Sex Not Available
25307,55-64,3720.0,Male
25309,35-44,6960.0,Male
25310,25-34,2580.0,Sex Not Available
25311,45-54,12660.0,Male
25312,25-34,4620.0,Female
25313,55-64,11220.0,Joint
25314,25-34,7380.0,Male
25315,45-54,4200.0,Male
25316,35-44,6360.0,Joint
25317,65-74,7380.0,Joint
25319,65-74,3960.0,Male
25320,45-54,5880.0,Female
25321,45-54,9720.0,Sex Not Available
25322,>74,2220.0,Sex Not Available
25323,55-64,3720.0,Joint
25324,65-74,2820.0,Male
25325,35-44,3240.0,Sex Not Available
25326,55-64,6660.0,Male
25327,55-64,3780.0,Male
25328,35-44,4740.0,Male
25329,25-34,6540.0,Male
25331,45-54,2760.0,Female
25332,35-44,5760.0,Joint
25333,45-54,3780.0,Female
25334,65-74,3660.0,Sex Not Available
25335,>74,5460.0,Joint
25336,55-64,7020.0,Joint
25337,35-44,7500.0,Female
25338,25-34,1920.0,Sex Not Available
25339,45-54,9360.0,Female
25340,65-74,3540.0,Male
25341,65-74,2220.0,Joint
25342,35-44,6240.0,Female
25343,55-64,4860.0,Sex Not Available
25344,35-44,1860.0,Sex Not Available
25345,55-64,8340.0,Joint
25346,45-54,3600.0,Sex Not Available
25347,25-34,5460.0,Joint
25348,45-54,9720.0,Male
25349,>74,1740.0,Sex Not Available
25351,>74,1800.0,Male
25352,45-54,4980.0,Joint
25354,45-54,3000.0,Female
25355,45-54,12360.0,Male
25356,45-54,7920.0,Sex Not Available
25357,45-54,4500.0,Female
25358,65-74,2820.0,Joint
25359,35-44,9120.0,Male
25360,65-74,3420.0,Sex Not Available
25361,65-74,6480.0,Joint
25362,35-44,7500.0,Female
25363,65-74,5400.0,Sex Not Available
25364,45-54,10500.0,Female
25365,45-54,4440.0,Sex Not Available
25366,25-34,5340.0,Sex Not Available
25367,>74,2580.0,Sex Not Available
25368,>74,4560.0,Sex Not Available
25369,65-74,6000.0,Sex Not Available
25371,25-34,7260.0,Sex Not Available
25372,35-44,5400.0,Sex Not Available
25373,45-54,6000.0,Joint
25374,55-64,3420.0,Male
25375,35-44,6360.0,Male
25376,55-64,2820.0,Sex Not Available
25377,35-44,7800.0,Sex Not Available
25378,45-54,4320.0,Joint
25379,45-54,4260.0,Female
25380,45-54,6780.0,Male
25381,45-54,3720.0,Joint
25382,45-54,4680.0,Male
25383,45-54,3120.0,Female
25384,55-64,10740.0,Joint
25386,45-54,10980.0,Sex Not Available
25387,55-64,6480.0,Female
25389,55-64,8580.0,Joint
25390,25-34,4260.0,Female
25391,35-44,8340.0,Joint
25392,65-74,9420.0,Joint
25393,35-44,15240.0,Sex Not Available
25394,>74,14160.0,Sex Not Available
25396,55-64,5160.0,Male
25398,35-44,6000.0,Male
25399,35-44,6900.0,Joint
25400,35-44,9720.0,Male
25401,25-34,4440.0,Male
25402,>74,4260.0,Sex Not Available
25403,>74,3360.0,Joint
25404,55-64,12840.0,Male
25405,45-54,21000.0,Sex Not Available
25406,45-54,7800.0,Joint
25407,25-34,7560.0,Female
25408,55-64,11520.0,Joint
25409,55-64,4680.0,Sex Not Available
25410,35-44,9720.0,Male
25411,25-34,8160.0,Joint
25412,45-54,2760.0,Joint
25413,35-44,2160.0,Female
25414,45-54,4320.0,Joint
25415,55-64,7440.0,Female
25416,65-74,5760.0,Male
25417,65-74,2640.0,Male
25418,35-44,12300.0,Joint
25419,>74,3960.0,Male
25420,55-64,3720.0,Female
25421,55-64,13860.0,Female
25422,45-54,5340.0,Male
25423,45-54,13140.0,Joint
25426,>74,3240.0,Male
25427,45-54,3600.0,Sex Not Available
25428,65-74,6360.0,Female
25429,>74,14340.0,Male
25430,35-44,8760.0,Male
25431,65-74,4620.0,Female
25433,35-44,16680.0,Joint
25434,25-34,7860.0,Joint
25435,55-64,16260.0,Sex Not Available
25436,55-64,4680.0,Female
25437,<25,5160.0,Male
25438,35-44,5760.0,Female
25439,45-54,7800.0,Joint
25440,45-54,9060.0,Joint
25441,55-64,4260.0,Joint
25442,25-34,3300.0,Joint
25443,25-34,4440.0,Female
25445,35-44,11100.0,Female
25446,25-34,10380.0,Sex Not Available
25447,35-44,5820.0,Female
25448,55-64,4560.0,Joint
25449,25-34,7860.0,Sex Not Available
25450,45-54,6300.0,Female
25451,25-34,4800.0,Female
25452,55-64,4920.0,Male
25453,>74,10080.0,Sex Not Available
25454,35-44,32400.0,Male
25455,45-54,16200.0,Female
25456,25-34,3120.0,Female
25457,45-54,11640.0,Male
25459,35-44,17640.0,Male
25461,45-54,9180.0,Sex Not Available
25462,35-44,5280.0,Male
25463,55-64,13080.0,Male
25464,45-54,7140.0,Joint
25465,35-44,3840.0,Sex Not Available
25466,45-54,16020.0,Female
25467,45-54,7800.0,Male
25468,65-74,3900.0,Joint
25469,>74,3540.0,Joint
25470,>74,7800.0,Joint
25471,25-34,8160.0,Female
25472,45-54,3840.0,Male
25474,55-64,3960.0,Joint
25475,>74,6120.0,Joint
25477,35-44,4680.0,Joint
25478,45-54,2760.0,Male
25480,45-54,10800.0,Male
25481,55-64,4860.0,Joint
25482,55-64,3900.0,Male
25484,35-44,3900.0,Female
25485,45-54,4620.0,Female
25486,65-74,4080.0,Female
25487,25-34,11400.0,Sex Not Available
25488,35-44,13440.0,Joint
25489,35-44,3900.0,Female
25491,55-64,4920.0,Male
25492,25-34,8880.0,Female
25493,65-74,3180.0,Female
25495,45-54,5880.0,Sex Not Available
25498,35-44,7080.0,Joint
25499,65-74,8280.0,Sex Not Available
25500,25-34,8880.0,Joint
25501,45-54,6420.0,Joint
25502,35-44,1920.0,Sex Not Available
25503,45-54,9780.0,Sex Not Available
25504,35-44,4560.0,Male
25505,55-64,6120.0,Joint
25506,45-54,6420.0,Female
25507,45-54,21660.0,Male
25508,25-34,8340.0,Male
25509,65-74,2880.0,Female
25510,45-54,4620.0,Female
25511,35-44,8400.0,Joint
25512,55-64,28440.0,Sex Not Available
25513,25-34,4800.0,Joint
25514,45-54,3240.0,Male
25515,25-34,4680.0,Female
25516,55-64,3240.0,Sex Not Available
25517,65-74,6600.0,Male
25518,25-34,9900.0,Male
25519,65-74,5820.0,Joint
25520,35-44,6300.0,Male
25521,65-74,3180.0,Male
25522,45-54,6600.0,Joint
25523,25-34,3120.0,Female
25524,>74,3480.0,Joint
25525,45-54,3900.0,Sex Not Available
25526,35-44,3300.0,Female
25528,45-54,8040.0,Sex Not Available
25529,65-74,3720.0,Female
25530,45-54,5100.0,Male
25531,35-44,9060.0,Joint
25532,>74,3240.0,Male
25533,65-74,2580.0,Male
25534,45-54,15540.0,Joint
25535,35-44,4740.0,Male
25536,25-34,2400.0,Male
25537,55-64,6840.0,Female
25538,35-44,11820.0,Male
25539,35-44,9660.0,Sex Not Available
25540,55-64,7200.0,Sex Not Available
25541,35-44,5580.0,Male
25542,55-64,4680.0,Joint
25543,45-54,7800.0,Joint
25544,55-64,6780.0,Sex Not Available
25546,55-64,16380.0,Sex Not Available
25547,>74,3360.0,Joint
25548,>74,4440.0,Sex Not Available
25549,45-54,7260.0,Sex Not Available
25550,35-44,15780.0,Male
25551,45-54,4140.0,Joint
25552,35-44,9660.0,Joint
25553,65-74,2160.0,Joint
25554,35-44,9660.0,Male
25556,25-34,4620.0,Sex Not Available
25557,35-44,7380.0,Male
25558,65-74,6540.0,Female
25559,35-44,4320.0,Female
25560,45-54,18480.0,Male
25561,55-64,4200.0,Joint
25562,55-64,1980.0,Sex Not Available
25563,>74,6180.0,Male
25564,45-54,14220.0,Joint
25565,65-74,8160.0,Sex Not Available
25566,25-34,6420.0,Joint
25567,65-74,3240.0,Female
25568,55-64,5520.0,Sex Not Available
25569,55-64,4860.0,Sex Not Available
25570,35-44,7620.0,Male
25572,>74,5100.0,Female
25573,45-54,1620.0,Sex Not Available
25574,55-64,11220.0,Male
25576,55-64,19020.0,Female
25577,35-44,8880.0,Female
25578,65-74,5100.0,Joint
25579,25-34,4500.0,Sex Not Available
25580,25-34,4080.0,Female
25581,55-64,3360.0,Sex Not Available
25582,35-44,7920.0,Male
25584,55-64,10080.0,Joint
25585,35-44,6180.0,Sex Not Available
25586,45-54,4020.0,Female
25587,55-64,4620.0,Female
25588,35-44,4680.0,Sex Not Available
25590,65-74,8100.0,Sex Not Available
25591,45-54,2340.0,Male
25592,35-44,9300.0,Female
25593,25-34,6780.0,Joint
25594,45-54,2220.0,Female
25597,65-74,7440.0,Joint
25598,45-54,7020.0,Joint
25599,45-54,7680.0,Joint
25600,<25,3420.0,Male
25601,65-74,39300.0,Sex Not Available
25602,45-54,14100.0,Joint
25603,45-54,17580.0,Joint
25604,65-74,5880.0,Sex Not Available
25605,45-54,3960.0,Male
25606,45-54,5340.0,Female
25607,35-44,9000.0,Sex Not Available
25608,25-34,6360.0,Male
25609,25-34,2640.0,Female
25610,55-64,6360.0,Joint
25611,35-44,5100.0,Sex Not Available
25612,45-54,4380.0,Female
25614,35-44,12840.0,Sex Not Available
25615,35-44,2940.0,Male
25616,<25,1500.0,Female
25617,45-54,6360.0,Male
25619,35-44,3180.0,Male
25621,35-44,14580.0,Female
25622,25-34,6600.0,Male
25623,25-34,3180.0,Female
25624,35-44,10560.0,Sex Not Available
25625,45-54,5880.0,Female
25626,55-64,16200.0,Joint
25627,45-54,5100.0,Male
25628,45-54,9360.0,Female
25629,65-74,1140.0,Male
25630,45-54,4800.0,Joint
25631,45-54,6900.0,Joint
25632,65-74,1740.0,Male
25635,25-34,13200.0,Joint
25636,35-44,8580.0,Joint
25637,65-74,6120.0,Sex Not Available
25638,35-44,5400.0,Sex Not Available
25639,45-54,8760.0,Male
25640,65-74,3480.0,Male
25641,55-64,6300.0,Sex Not Available
25642,35-44,7980.0,Sex Not Available
25643,>74,8400.0,Sex Not Available
25646,55-64,4440.0,Male
25647,25-34,11820.0,Joint
25648,55-64,2280.0,Female
25649,25-34,3240.0,Male
25650,35-44,3240.0,Sex Not Available
25651,45-54,3900.0,Male
25652,45-54,11760.0,Joint
25653,65-74,6300.0,Joint
25654,>74,3000.0,Female
25655,35-44,49920.0,Female
25656,45-54,12480.0,Male
25657,65-74,6600.0,Joint
25658,45-54,4980.0,Female
25659,55-64,7620.0,Female
25660,55-64,7020.0,Female
25661,55-64,11460.0,Sex Not Available
25662,45-54,5460.0,Sex Not Available
25663,35-44,3600.0,Sex Not Available
25664,45-54,8160.0,Joint
25665,55-64,5100.0,Sex Not Available
25666,25-34,4620.0,Joint
25667,35-44,4200.0,Sex Not Available
25668,65-74,4440.0,Female
25669,45-54,8220.0,Joint
25670,45-54,3900.0,Sex Not Available
25671,35-44,6420.0,Female
25672,35-44,3000.0,Female
25673,65-74,4140.0,Female
25674,>74,2280.0,Joint
25675,55-64,6540.0,Male
25676,>74,3180.0,Sex Not Available
25677,35-44,9060.0,Sex Not Available
25678,45-54,7500.0,Sex Not Available
25679,>74,5400.0,Joint
25680,35-44,10620.0,Joint
25681,55-64,1440.0,Sex Not Available
25682,>74,4500.0,Sex Not Available
25683,55-64,4800.0,Male
25684,65-74,3420.0,Sex Not Available
25685,25-34,6660.0,Sex Not Available
25686,45-54,1140.0,Male
25687,>74,2760.0,Male
25688,55-64,4260.0,Female
25689,55-64,4920.0,Male
25690,35-44,4740.0,Male
25691,35-44,5340.0,Joint
25692,>74,2580.0,Male
25693,35-44,9060.0,Sex Not Available
25694,35-44,7020.0,Sex Not Available
25695,55-64,3780.0,Joint
25696,25-34,7320.0,Sex Not Available
25697,45-54,7080.0,Joint
25698,35-44,2640.0,Male
25699,25-34,6360.0,Joint
25700,45-54,3060.0,Joint
25701,45-54,12420.0,Sex Not Available
25702,35-44,9120.0,Male
25703,45-54,10200.0,Joint
25705,55-64,8100.0,Sex Not Available
25706,55-64,8640.0,Female
25707,45-54,3960.0,Male
25708,45-54,3120.0,Joint
25709,55-64,2220.0,Female
25710,25-34,5040.0,Joint
25711,35-44,6720.0,Sex Not Available
25712,55-64,10140.0,Sex Not Available
25713,35-44,9180.0,Joint
25714,55-64,3900.0,Joint
25715,45-54,15360.0,Male
25717,45-54,6060.0,Joint
25718,45-54,13200.0,Sex Not Available
25719,35-44,4680.0,Sex Not Available
25720,35-44,4020.0,Male
25721,35-44,2460.0,Sex Not Available
25722,45-54,9180.0,Sex Not Available
25723,45-54,7980.0,Male
25724,>74,2460.0,Female
25725,45-54,2700.0,Female
25726,45-54,22260.0,Joint
25728,55-64,12360.0,Female
25729,55-64,3780.0,Male
25730,45-54,10380.0,Sex Not Available
25731,25-34,9780.0,Sex Not Available
25732,65-74,6000.0,Sex Not Available
25733,55-64,5880.0,Sex Not Available
25734,55-64,5160.0,Female
25735,35-44,5340.0,Sex Not Available
25736,25-34,10920.0,Sex Not Available
25737,35-44,2700.0,Sex Not Available
25738,55-64,2220.0,Male
25739,65-74,6480.0,Joint
25740,55-64,9780.0,Female
25741,45-54,7020.0,Male
25743,55-64,6900.0,Joint
25744,55-64,5220.0,Female
25746,55-64,9240.0,Male
25747,35-44,10020.0,Sex Not Available
25748,25-34,3120.0,Female
25749,35-44,6960.0,Joint
25750,25-34,6960.0,Sex Not Available
25751,25-34,3360.0,Male
25752,25-34,14880.0,Male
25753,25-34,3060.0,Male
25754,55-64,3600.0,Female
25755,25-34,5640.0,Male
25756,65-74,4320.0,Female
25757,65-74,4320.0,Sex Not Available
25758,35-44,4980.0,Joint
25759,55-64,6060.0,Sex Not Available
25760,65-74,4140.0,Male
25761,65-74,2520.0,Sex Not Available
25762,65-74,2520.0,Sex Not Available
25763,55-64,2040.0,Male
25764,45-54,3840.0,Male
25766,<25,1920.0,Female
25767,45-54,6960.0,Joint
25768,55-64,3300.0,Sex Not Available
25769,45-54,5700.0,Male
25770,55-64,7740.0,Male
25771,65-74,1440.0,Sex Not Available
25772,45-54,7680.0,Joint
25773,>74,4620.0,Joint
25775,55-64,8400.0,Male
25776,45-54,4320.0,Female
25777,45-54,13440.0,Joint
25778,35-44,5280.0,Joint
25780,25-34,10260.0,Joint
25781,35-44,6240.0,Male
25783,35-44,3840.0,Female
25784,>74,1980.0,Male
25786,35-44,11340.0,Sex Not Available
25787,25-34,3540.0,Sex Not Available
25788,25-34,6960.0,Joint
25789,25-34,4860.0,Male
25790,45-54,5040.0,Sex Not Available
25791,45-54,3360.0,Sex Not Available
25792,35-44,10920.0,Joint
25793,35-44,5040.0,Joint
25794,55-64,4380.0,Female
25795,35-44,3840.0,Female
25796,45-54,5040.0,Sex Not Available
25797,65-74,4380.0,Female
25798,55-64,1560.0,Joint
25799,35-44,7680.0,Male
25800,35-44,7740.0,Joint
25801,<25,3960.0,Joint
25802,55-64,2460.0,Female
25803,65-74,3360.0,Female
25804,45-54,7800.0,Female
25805,45-54,8940.0,Joint
25806,35-44,5340.0,Female
25807,45-54,11640.0,Joint
25808,45-54,11520.0,Joint
25809,>74,3120.0,Male
25810,55-64,5040.0,Sex Not Available
25812,35-44,8520.0,Joint
25813,35-44,9360.0,Female
25814,65-74,7800.0,Female
25815,45-54,7380.0,Male
25816,55-64,14880.0,Joint
25817,55-64,11160.0,Joint
25818,65-74,1680.0,Sex Not Available
25819,>74,3300.0,Male
25820,45-54,12960.0,Joint
25821,25-34,5280.0,Male
25822,>74,2760.0,Female
25823,35-44,3240.0,Male
